No,Country,Latitude,Longitude,Crop,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
8274,Egypt,26.8206,30.8025,Wheat,2004,65567,51,5363,22.08
8086,Egypt,26.8206,30.8025,Sorghum,1990,46920,51,13214,21.6
8245,Egypt,26.8206,30.8025,Wheat,2001,63580,51,5039,21.45
8138,Egypt,26.8206,30.8025,Potatoes,1994,204487,51,4283,22.02
8244,Egypt,26.8206,30.8025,Sweet potatoes,2001,266543,51,5039,22.33
8384,Egypt,26.8206,30.8025,Sweet potatoes,2012,323485,51,13991,22.48
8228,Egypt,26.8206,30.8025,Soybeans,2000,27199,51,4931,21.49
8229,Egypt,26.8206,30.8025,Sweet potatoes,2000,273327,51,4931,20.74
8085,Egypt,26.8206,30.8025,Sorghum,1990,46920,51,13214,20.73
8243,Egypt,26.8206,30.8025,Sweet potatoes,2001,266543,51,5039,21.45
8385,Egypt,26.8206,30.8025,Wheat,2012,65823,51,13991,21.55
8339,Egypt,26.8206,30.8025,Soybeans,2009,31252,51,9013,21.67
8084,Egypt,26.8206,30.8025,"Rice, paddy",1990,72663,51,13214,21.6
8242,Egypt,26.8206,30.8025,Soybeans,2001,27922,51,5039,22.33
8232,Egypt,26.8206,30.8025,Wheat,2000,63422,51,4931,21.49
8083,Egypt,26.8206,30.8025,"Rice, paddy",1990,72663,51,13214,20.73
8409,El Salvador,13.7942,-88.8965,Cassava,1991,152762,1784,4096,26.08
8464,El Salvador,13.7942,-88.8965,Sweet potatoes,1997,62976,1784,3164.62,26.48
8543,El Salvador,13.7942,-88.8965,Soybeans,2008,19279,1784,3899.48,25.71
8511,El Salvador,13.7942,-88.8965,Soybeans,2004,20409,1784,2078.01,26.2
8512,El Salvador,13.7942,-88.8965,Sweet potatoes,2004,62585,1784,2078.01,26.2
8463,El Salvador,13.7942,-88.8965,Soybeans,1997,24444,1784,3164.62,26.48
8461,El Salvador,13.7942,-88.8965,"Rice, paddy",1997,44419,1784,3164.62,26.48
8462,El Salvador,13.7942,-88.8965,Sorghum,1997,16050,1784,3164.62,26.48
8434,El Salvador,13.7942,-88.8965,Maize,1994,15245,1784,3630.31,26.33
8580,El Salvador,13.7942,-88.8965,Potatoes,2013,426047,1784,6005.08,26.36
8544,El Salvador,13.7942,-88.8965,Sweet potatoes,2008,61614,1784,3899.48,25.71
8411,El Salvador,13.7942,-88.8965,Plantains and others,1991,111786,1784,4096,26.08
8542,El Salvador,13.7942,-88.8965,Sorghum,2008,13899,1784,3899.48,25.71
8584,El Salvador,13.7942,-88.8965,Sweet potatoes,2013,58333,1784,6005.08,26.36
8460,El Salvador,13.7942,-88.8965,Potatoes,1997,139286,1784,3164.62,26.48
8441,El Salvador,13.7942,-88.8965,Cassava,1995,160232,1784,3475.08,26.05
8433,El Salvador,13.7942,-88.8965,Cassava,1994,201298,1784,3630.31,26.33
8504,El Salvador,13.7942,-88.8965,Sweet potatoes,2002,62852,1784,2388.47,26.12
8440,El Salvador,13.7942,-88.8965,Sweet potatoes,1994,61250,1784,3630.31,26.33
8442,El Salvador,13.7942,-88.8965,Maize,1995,21972,1784,3475.08,26.05
8510,El Salvador,13.7942,-88.8965,Sorghum,2004,15999,1784,2078.01,26.2
8583,El Salvador,13.7942,-88.8965,Soybeans,2013,19231,1784,6005.08,26.36
8449,El Salvador,13.7942,-88.8965,Cassava,1996,158831,1784,3319.85,25.77
8497,El Salvador,13.7942,-88.8965,Cassava,2002,128120,1784,2388.47,26.12
8582,El Salvador,13.7942,-88.8965,Sorghum,2013,16633,1784,6005.08,26.36
8500,El Salvador,13.7942,-88.8965,Potatoes,2002,236013,1784,2388.47,26.12
8458,El Salvador,13.7942,-88.8965,Maize,1997,16582,1784,3164.62,26.48
8459,El Salvador,13.7942,-88.8965,Plantains and others,1997,126495,1784,3164.62,26.48
8509,El Salvador,13.7942,-88.8965,"Rice, paddy",2004,66430,1784,2078.01,26.2
8541,El Salvador,13.7942,-88.8965,"Rice, paddy",2008,79373,1784,3899.48,25.71
8527,El Salvador,13.7942,-88.8965,Soybeans,2006,20383,1784,2265.72,26.14
8528,El Salvador,13.7942,-88.8965,Sweet potatoes,2006,62251,1784,2265.72,26.14
8488,El Salvador,13.7942,-88.8965,Sweet potatoes,2000,63105,1784,2698.93,25.78
8549,El Salvador,13.7942,-88.8965,"Rice, paddy",2009,69016,1784,3333.88,26.21
8550,El Salvador,13.7942,-88.8965,Sorghum,2009,17133,1784,3333.88,26.21
8412,El Salvador,13.7942,-88.8965,Potatoes,1991,144231,1784,4096,26.08
8451,El Salvador,13.7942,-88.8965,Plantains and others,1996,64137,1784,3319.85,25.77
8435,El Salvador,13.7942,-88.8965,Plantains and others,1994,97402,1784,3630.31,26.33
8499,El Salvador,13.7942,-88.8965,Plantains and others,2002,311690,1784,2388.47,26.12
8431,El Salvador,13.7942,-88.8965,Soybeans,1993,27143,1784,3785.54,26.12
8501,El Salvador,13.7942,-88.8965,"Rice, paddy",2002,59384,1784,2388.47,26.12
8502,El Salvador,13.7942,-88.8965,Sorghum,2002,18428,1784,2388.47,26.12
8503,El Salvador,13.7942,-88.8965,Soybeans,2002,21732,1784,2388.47,26.12
8466,El Salvador,13.7942,-88.8965,Maize,1998,19062,1784,3009.39,26.48
8467,El Salvador,13.7942,-88.8965,Plantains and others,1998,147857,1784,3009.39,26.48
8468,El Salvador,13.7942,-88.8965,Potatoes,1998,215536,1784,3009.39,26.48
8469,El Salvador,13.7942,-88.8965,"Rice, paddy",1998,49760,1784,3009.39,26.48
8470,El Salvador,13.7942,-88.8965,Sorghum,1998,15421,1784,3009.39,26.48
8471,El Salvador,13.7942,-88.8965,Soybeans,1998,24000,1784,3009.39,26.48
8561,El Salvador,13.7942,-88.8965,Cassava,2011,145719,1784,3231.13,25.95
8518,El Salvador,13.7942,-88.8965,Sorghum,2005,15859,1784,1922.78,26.07
8498,El Salvador,13.7942,-88.8965,Maize,2002,26041,1784,2388.47,26.12
8457,El Salvador,13.7942,-88.8965,Cassava,1997,131429,1784,3164.62,26.48
8524,El Salvador,13.7942,-88.8965,Potatoes,2006,220517,1784,2265.72,26.14
8525,El Salvador,13.7942,-88.8965,"Rice, paddy",2006,73941,1784,2265.72,26.14
8526,El Salvador,13.7942,-88.8965,Sorghum,2006,18397,1784,2265.72,26.14
8568,El Salvador,13.7942,-88.8965,Sweet potatoes,2011,60343,1784,3231.13,25.95
8439,El Salvador,13.7942,-88.8965,Soybeans,1994,25000,1784,3630.31,26.33
8553,El Salvador,13.7942,-88.8965,Cassava,2010,124843,1784,3598.59,25.96
8554,El Salvador,13.7942,-88.8965,Maize,2010,30253,1784,3598.59,25.96
8555,El Salvador,13.7942,-88.8965,Plantains and others,2010,221778,1784,3598.59,25.96
8443,El Salvador,13.7942,-88.8965,Plantains and others,1995,119791,1784,3475.08,26.05
8444,El Salvador,13.7942,-88.8965,Potatoes,1995,140000,1784,3475.08,26.05
8450,El Salvador,13.7942,-88.8965,Maize,1996,22572,1784,3319.85,25.77
8521,El Salvador,13.7942,-88.8965,Cassava,2006,125016,1784,2265.72,26.14
8520,El Salvador,13.7942,-88.8965,Sweet potatoes,2005,62409,1784,1922.78,26.07
8565,El Salvador,13.7942,-88.8965,"Rice, paddy",2011,54783,1784,3231.13,25.95
8566,El Salvador,13.7942,-88.8965,Sorghum,2011,14534,1784,3231.13,25.95
8465,El Salvador,13.7942,-88.8965,Cassava,1998,131429,1784,3009.39,26.48
8485,El Salvador,13.7942,-88.8965,"Rice, paddy",2000,57884,1784,2698.93,25.78
8486,El Salvador,13.7942,-88.8965,Sorghum,2000,15855,1784,2698.93,25.78
8487,El Salvador,13.7942,-88.8965,Soybeans,2000,22727,1784,2698.93,25.78
8546,El Salvador,13.7942,-88.8965,Maize,2009,30041,1784,3333.88,26.21
8547,El Salvador,13.7942,-88.8965,Plantains and others,2009,312073,1784,3333.88,26.21
8548,El Salvador,13.7942,-88.8965,Potatoes,2009,252417,1784,3333.88,26.21
8410,El Salvador,13.7942,-88.8965,Maize,1991,16448,1784,4096,26.08
8413,El Salvador,13.7942,-88.8965,"Rice, paddy",1991,37669,1784,4096,26.08
8414,El Salvador,13.7942,-88.8965,Sorghum,1991,13228,1784,4096,26.08
8522,El Salvador,13.7942,-88.8965,Maize,2006,30794,1784,2265.72,26.14
8523,El Salvador,13.7942,-88.8965,Plantains and others,2006,311678,1784,2265.72,26.14
8483,El Salvador,13.7942,-88.8965,Plantains and others,2000,312986,1784,2698.93,25.78
8567,El Salvador,13.7942,-88.8965,Soybeans,2011,19222,1784,3231.13,25.95
8571,El Salvador,13.7942,-88.8965,Plantains and others,2012,143831,1784,2595.16,26.04
8572,El Salvador,13.7942,-88.8965,Potatoes,2012,295706,1784,2595.16,26.04
8573,El Salvador,13.7942,-88.8965,"Rice, paddy",2012,63968,1784,2595.16,26.04
8574,El Salvador,13.7942,-88.8965,Sorghum,2012,13204,1784,2595.16,26.04
8575,El Salvador,13.7942,-88.8965,Soybeans,2012,19231,1784,2595.16,26.04
8576,El Salvador,13.7942,-88.8965,Sweet potatoes,2012,58333,1784,2595.16,26.04
8403,El Salvador,13.7942,-88.8965,Plantains and others,1990,111714,1784,2524,26.06
8404,El Salvador,13.7942,-88.8965,Potatoes,1990,140000,1784,2524,26.06
8405,El Salvador,13.7942,-88.8965,"Rice, paddy",1990,43271,1784,2524,26.06
8519,El Salvador,13.7942,-88.8965,Soybeans,2005,20768,1784,1922.78,26.07
8564,El Salvador,13.7942,-88.8965,Potatoes,2011,196316,1784,3231.13,25.95
8408,El Salvador,13.7942,-88.8965,Sweet potatoes,1990,64286,1784,2524,26.06
8484,El Salvador,13.7942,-88.8965,Potatoes,2000,231200,1784,2698.93,25.78
8436,El Salvador,13.7942,-88.8965,Potatoes,1994,140741,1784,3630.31,26.33
8437,El Salvador,13.7942,-88.8965,"Rice, paddy",1994,43353,1784,3630.31,26.33
8438,El Salvador,13.7942,-88.8965,Sorghum,1994,14961,1784,3630.31,26.33
8534,El Salvador,13.7942,-88.8965,Sorghum,2007,15307,1784,1940.78,26.02
8535,El Salvador,13.7942,-88.8965,Soybeans,2007,19348,1784,1940.78,26.02
8536,El Salvador,13.7942,-88.8965,Sweet potatoes,2007,63889,1784,1940.78,26.02
8480,El Salvador,13.7942,-88.8965,Sweet potatoes,1999,63112,1784,2854.16,25.67
8556,El Salvador,13.7942,-88.8965,Potatoes,2010,252796,1784,3598.59,25.96
8445,El Salvador,13.7942,-88.8965,"Rice, paddy",1995,53291,1784,3475.08,26.05
8446,El Salvador,13.7942,-88.8965,Sorghum,1995,14970,1784,3475.08,26.05
8481,El Salvador,13.7942,-88.8965,Cassava,2000,123479,1784,2698.93,25.78
8482,El Salvador,13.7942,-88.8965,Maize,2000,22475,1784,2698.93,25.78
8430,El Salvador,13.7942,-88.8965,Sorghum,1993,15254,1784,3785.54,26.12
8506,El Salvador,13.7942,-88.8965,Maize,2004,27641,1784,2078.01,26.2
8507,El Salvador,13.7942,-88.8965,Plantains and others,2004,312202,1784,2078.01,26.2
8508,El Salvador,13.7942,-88.8965,Potatoes,2004,288786,1784,2078.01,26.2
8545,El Salvador,13.7942,-88.8965,Cassava,2009,125022,1784,3333.88,26.21
8579,El Salvador,13.7942,-88.8965,Plantains and others,2013,153680,1784,6005.08,26.36
8420,El Salvador,13.7942,-88.8965,Potatoes,1992,144444,1784,3940.77,26.22
8581,El Salvador,13.7942,-88.8965,"Rice, paddy",2013,61615,1784,6005.08,26.36
8422,El Salvador,13.7942,-88.8965,Sorghum,1992,14383,1784,3940.77,26.22
8551,El Salvador,13.7942,-88.8965,Soybeans,2009,19172,1784,3333.88,26.21
8552,El Salvador,13.7942,-88.8965,Sweet potatoes,2009,61191,1784,3333.88,26.21
8415,El Salvador,13.7942,-88.8965,Soybeans,1991,20000,1784,4096,26.08
8416,El Salvador,13.7942,-88.8965,Sweet potatoes,1991,62941,1784,4096,26.08
8505,El Salvador,13.7942,-88.8965,Cassava,2004,100819,1784,2078.01,26.2
8569,El Salvador,13.7942,-88.8965,Cassava,2012,115775,1784,2595.16,26.04
8570,El Salvador,13.7942,-88.8965,Maize,2012,32580,1784,2595.16,26.04
8577,El Salvador,13.7942,-88.8965,Cassava,2013,154928,1784,6005.08,26.36
8578,El Salvador,13.7942,-88.8965,Maize,2013,29461,1784,6005.08,26.36
8477,El Salvador,13.7942,-88.8965,"Rice, paddy",1999,52531,1784,2854.16,25.67
8478,El Salvador,13.7942,-88.8965,Sorghum,1999,13111,1784,2854.16,25.67
8479,El Salvador,13.7942,-88.8965,Soybeans,1999,24000,1784,2854.16,25.67
8401,El Salvador,13.7942,-88.8965,Cassava,1990,158889,1784,2524,26.06
8423,El Salvador,13.7942,-88.8965,Soybeans,1992,26857,1784,3940.77,26.22
8424,El Salvador,13.7942,-88.8965,Sweet potatoes,1992,61333,1784,3940.77,26.22
8406,El Salvador,13.7942,-88.8965,Sorghum,1990,12423,1784,2524,26.06
8407,El Salvador,13.7942,-88.8965,Soybeans,1990,20000,1784,2524,26.06
8429,El Salvador,13.7942,-88.8965,"Rice, paddy",1993,47076,1784,3785.54,26.12
8530,El Salvador,13.7942,-88.8965,Maize,2007,29107,1784,1940.78,26.02
8531,El Salvador,13.7942,-88.8965,Plantains and others,2007,311711,1784,1940.78,26.02
8532,El Salvador,13.7942,-88.8965,Potatoes,2007,218481,1784,1940.78,26.02
8533,El Salvador,13.7942,-88.8965,"Rice, paddy",2007,74651,1784,1940.78,26.02
8456,El Salvador,13.7942,-88.8965,Sweet potatoes,1996,62845,1784,3319.85,25.77
8539,El Salvador,13.7942,-88.8965,Plantains and others,2008,311771,1784,3899.48,25.71
8540,El Salvador,13.7942,-88.8965,Potatoes,2008,218555,1784,3899.48,25.71
8419,El Salvador,13.7942,-88.8965,Plantains and others,1992,109740,1784,3940.77,26.22
8402,El Salvador,13.7942,-88.8965,Maize,1990,21383,1784,2524,26.06
8557,El Salvador,13.7942,-88.8965,"Rice, paddy",2010,70136,1784,3598.59,25.96
8558,El Salvador,13.7942,-88.8965,Sorghum,2010,17201,1784,3598.59,25.96
8447,El Salvador,13.7942,-88.8965,Soybeans,1995,23333,1784,3475.08,26.05
8448,El Salvador,13.7942,-88.8965,Sweet potatoes,1995,62500,1784,3475.08,26.05
8452,El Salvador,13.7942,-88.8965,Potatoes,1996,157368,1784,3319.85,25.77
8453,El Salvador,13.7942,-88.8965,"Rice, paddy",1996,51627,1784,3319.85,25.77
8454,El Salvador,13.7942,-88.8965,Sorghum,1996,15242,1784,3319.85,25.77
8455,El Salvador,13.7942,-88.8965,Soybeans,1996,23333,1784,3319.85,25.77
8538,El Salvador,13.7942,-88.8965,Maize,2008,33895,1784,3899.48,25.71
8417,El Salvador,13.7942,-88.8965,Cassava,1992,172692,1784,3940.77,26.22
8418,El Salvador,13.7942,-88.8965,Maize,1992,21989,1784,3940.77,26.22
8492,El Salvador,13.7942,-88.8965,Potatoes,2001,229878,1784,2543.7,25.92
8513,El Salvador,13.7942,-88.8965,Cassava,2005,125043,1784,1922.78,26.07
8515,El Salvador,13.7942,-88.8965,Plantains and others,2005,312125,1784,1922.78,26.07
8472,El Salvador,13.7942,-88.8965,Sweet potatoes,1998,64706,1784,3009.39,26.48
8427,El Salvador,13.7942,-88.8965,Plantains and others,1993,106557,1784,3785.54,26.12
8428,El Salvador,13.7942,-88.8965,Potatoes,1993,141509,1784,3785.54,26.12
8529,El Salvador,13.7942,-88.8965,Cassava,2007,128870,1784,1940.78,26.02
8473,El Salvador,13.7942,-88.8965,Cassava,1999,124202,1784,2854.16,25.67
8489,El Salvador,13.7942,-88.8965,Cassava,2001,124794,1784,2543.7,25.92
8537,El Salvador,13.7942,-88.8965,Cassava,2008,128900,1784,3899.48,25.71
8432,El Salvador,13.7942,-88.8965,Sweet potatoes,1993,64000,1784,3785.54,26.12
8476,El Salvador,13.7942,-88.8965,Potatoes,1999,210286,1784,2854.16,25.67
8491,El Salvador,13.7942,-88.8965,Plantains and others,2001,311689,1784,2543.7,25.92
8516,El Salvador,13.7942,-88.8965,Potatoes,2005,221220,1784,1922.78,26.07
8493,El Salvador,13.7942,-88.8965,"Rice, paddy",2001,60284,1784,2543.7,25.92
8421,El Salvador,13.7942,-88.8965,"Rice, paddy",1992,43561,1784,3940.77,26.22
8496,El Salvador,13.7942,-88.8965,Sweet potatoes,2001,62931,1784,2543.7,25.92
8474,El Salvador,13.7942,-88.8965,Maize,1999,25047,1784,2854.16,25.67
8559,El Salvador,13.7942,-88.8965,Soybeans,2010,18000,1784,3598.59,25.96
8560,El Salvador,13.7942,-88.8965,Sweet potatoes,2010,60767,1784,3598.59,25.96
8563,El Salvador,13.7942,-88.8965,Plantains and others,2011,111171,1784,3231.13,25.95
8495,El Salvador,13.7942,-88.8965,Soybeans,2001,22241,1784,2543.7,25.92
8475,El Salvador,13.7942,-88.8965,Plantains and others,1999,134056,1784,2854.16,25.67
8490,El Salvador,13.7942,-88.8965,Maize,2001,19431,1784,2543.7,25.92
8494,El Salvador,13.7942,-88.8965,Sorghum,2001,15445,1784,2543.7,25.92
8426,El Salvador,13.7942,-88.8965,Maize,1993,20482,1784,3785.54,26.12
8517,El Salvador,13.7942,-88.8965,"Rice, paddy",2005,72118,1784,1922.78,26.07
8562,El Salvador,13.7942,-88.8965,Maize,2011,28181,1784,3231.13,25.95
8425,El Salvador,13.7942,-88.8965,Cassava,1993,200000,1784,3785.54,26.12
8514,El Salvador,13.7942,-88.8965,Maize,2005,29434,1784,1922.78,26.07
8624,Eritrea,15.1794,39.7823,Wheat,2002,1706,383,27.63,24.86
8603,Eritrea,15.1794,39.7823,Sorghum,1997,2850,383,30.92,24.32
8638,Eritrea,15.1794,39.7823,Potatoes,2007,24508,383,27.63,24.7
8625,Eritrea,15.1794,39.7823,Maize,2004,2409,383,27.63,24.79
8593,Eritrea,15.1794,39.7823,Maize,1995,3366,383,4.44,24.37
8594,Eritrea,15.1794,39.7823,Potatoes,1995,79816,383,4.44,24.37
8634,Eritrea,15.1794,39.7823,Potatoes,2006,78493,383,27.63,24.7
8635,Eritrea,15.1794,39.7823,Sorghum,2006,7928,383,27.63,24.7
8598,Eritrea,15.1794,39.7823,Potatoes,1996,79592,383,4.44,24.36
8599,Eritrea,15.1794,39.7823,Sorghum,1996,2463,383,4.44,24.36
8633,Eritrea,15.1794,39.7823,Maize,2006,9755,383,27.63,24.7
8597,Eritrea,15.1794,39.7823,Maize,1996,3974,383,4.44,24.36
8602,Eritrea,15.1794,39.7823,Potatoes,1997,80769,383,30.92,24.32
8640,Eritrea,15.1794,39.7823,Wheat,2007,8395,383,27.63,24.7
8600,Eritrea,15.1794,39.7823,Wheat,1996,3665,383,4.44,24.36
8601,Eritrea,15.1794,39.7823,Maize,1997,2495,383,30.92,24.32
8648,Eritrea,15.1794,39.7823,Wheat,2009,10706,383,27.63,25.3
8644,Eritrea,15.1794,39.7823,Wheat,2008,3307,383,27.63,24.79
8643,Eritrea,15.1794,39.7823,Sorghum,2008,2727,383,27.63,24.79
8595,Eritrea,15.1794,39.7823,Sorghum,1995,4820,383,4.44,24.37
8621,Eritrea,15.1794,39.7823,Maize,2002,2076,383,27.63,24.86
8622,Eritrea,15.1794,39.7823,Potatoes,2002,61120,383,27.63,24.86
8623,Eritrea,15.1794,39.7823,Sorghum,2002,1562,383,27.63,24.86
8637,Eritrea,15.1794,39.7823,Maize,2007,8321,383,27.63,24.7
8609,Eritrea,15.1794,39.7823,Maize,1999,7920,383,22.28,24.68
8639,Eritrea,15.1794,39.7823,Sorghum,2007,10693,383,27.63,24.7
8636,Eritrea,15.1794,39.7823,Wheat,2006,11604,383,27.63,24.7
8604,Eritrea,15.1794,39.7823,Wheat,1997,3434,383,30.92,24.32
8647,Eritrea,15.1794,39.7823,Sorghum,2009,2358,383,27.63,25.3
8649,Eritrea,15.1794,39.7823,Maize,2010,9000,383,27.63,25.22
8591,Eritrea,15.1794,39.7823,Sorghum,1994,9028,383,4.44,24.13
8592,Eritrea,15.1794,39.7823,Wheat,1994,7449,383,4.44,24.13
8629,Eritrea,15.1794,39.7823,Maize,2005,4906,383,27.63,24.85
8596,Eritrea,15.1794,39.7823,Wheat,1995,5124,383,4.44,24.37
8651,Eritrea,15.1794,39.7823,Sorghum,2010,1320,383,27.63,25.22
8652,Eritrea,15.1794,39.7823,Wheat,2010,11786,383,27.63,25.22
8613,Eritrea,15.1794,39.7823,Maize,2000,2358,383,24.96,24.76
8614,Eritrea,15.1794,39.7823,Potatoes,2000,70012,383,24.96,24.76
8588,Eritrea,15.1794,39.7823,Wheat,1993,2038,383,4.44,24.09
8610,Eritrea,15.1794,39.7823,Potatoes,1999,80000,383,22.28,24.68
8645,Eritrea,15.1794,39.7823,Maize,2009,8689,383,27.63,25.3
8646,Eritrea,15.1794,39.7823,Potatoes,2009,12000,383,27.63,25.3
8590,Eritrea,15.1794,39.7823,Potatoes,1994,80659,383,4.44,24.13
8662,Eritrea,15.1794,39.7823,Potatoes,2013,12819,383,27.63,25.87
8641,Eritrea,15.1794,39.7823,Maize,2008,2123,383,27.63,24.79
8642,Eritrea,15.1794,39.7823,Potatoes,2008,8406,383,27.63,24.79
8607,Eritrea,15.1794,39.7823,Sorghum,1998,11420,383,19.61,24.78
8631,Eritrea,15.1794,39.7823,Sorghum,2005,7907,383,27.63,24.85
8632,Eritrea,15.1794,39.7823,Wheat,2005,11565,383,27.63,24.85
8587,Eritrea,15.1794,39.7823,Sorghum,1993,3197,383,4.44,24.09
8589,Eritrea,15.1794,39.7823,Maize,1994,7689,383,4.44,24.13
8586,Eritrea,15.1794,39.7823,Potatoes,1993,82000,383,4.44,24.09
8657,Eritrea,15.1794,39.7823,Maize,2012,10476,383,27.63,25.16
8611,Eritrea,15.1794,39.7823,Sorghum,1999,8766,383,22.28,24.68
8612,Eritrea,15.1794,39.7823,Wheat,1999,7700,383,22.28,24.68
8628,Eritrea,15.1794,39.7823,Wheat,2004,2980,383,27.63,24.79
8616,Eritrea,15.1794,39.7823,Wheat,2000,5943,383,24.96,24.76
8620,Eritrea,15.1794,39.7823,Wheat,2001,11658,383,27.63,24.61
8663,Eritrea,15.1794,39.7823,Sorghum,2013,1200,383,27.63,25.87
8664,Eritrea,15.1794,39.7823,Wheat,2013,12000,383,27.63,25.87
8608,Eritrea,15.1794,39.7823,Wheat,1998,9552,383,19.61,24.78
8650,Eritrea,15.1794,39.7823,Potatoes,2010,15729,383,27.63,25.22
8630,Eritrea,15.1794,39.7823,Potatoes,2005,79311,383,27.63,24.85
8585,Eritrea,15.1794,39.7823,Maize,1993,2308,383,4.44,24.09
8659,Eritrea,15.1794,39.7823,Sorghum,2012,1269,383,27.63,25.16
8654,Eritrea,15.1794,39.7823,Potatoes,2011,18180,383,27.63,24.78
8626,Eritrea,15.1794,39.7823,Potatoes,2004,64000,383,27.63,24.79
8627,Eritrea,15.1794,39.7823,Sorghum,2004,2680,383,27.63,24.79
8605,Eritrea,15.1794,39.7823,Maize,1998,7532,383,19.61,24.78
8660,Eritrea,15.1794,39.7823,Wheat,2012,12692,383,27.63,25.16
8661,Eritrea,15.1794,39.7823,Maize,2013,10000,383,27.63,25.87
8619,Eritrea,15.1794,39.7823,Sorghum,2001,4750,383,27.63,24.61
8656,Eritrea,15.1794,39.7823,Wheat,2011,11154,383,27.63,24.78
8606,Eritrea,15.1794,39.7823,Potatoes,1998,83333,383,19.61,24.78
8653,Eritrea,15.1794,39.7823,Maize,2011,9524,383,27.63,24.78
8655,Eritrea,15.1794,39.7823,Sorghum,2011,1124,383,27.63,24.78
8617,Eritrea,15.1794,39.7823,Maize,2001,7851,383,27.63,24.61
8618,Eritrea,15.1794,39.7823,Potatoes,2001,58050,383,27.63,24.61
8615,Eritrea,15.1794,39.7823,Sorghum,2000,4118,383,24.96,24.76
8658,Eritrea,15.1794,39.7823,Potatoes,2012,14209,383,27.63,25.16
8673,Estonia,58.5953,25.0136,Potatoes,1996,141758,626,133,4.63
8671,Estonia,58.5953,25.0136,Potatoes,1995,145590,626,154,6.23
8699,Estonia,58.5953,25.0136,Potatoes,2010,174562,626,514,5.06
8697,Estonia,58.5953,25.0136,Potatoes,2009,152752,626,402,6.14
8669,Estonia,58.5953,25.0136,Potatoes,1994,140959,626,176,5.35
8700,Estonia,58.5953,25.0136,Wheat,2010,27440,626,514,5.06
8705,Estonia,58.5953,25.0136,Potatoes,2013,193558,626,567,7.28
8695,Estonia,58.5953,25.0136,Potatoes,2008,142273,626,551,7.39
8677,Estonia,58.5953,25.0136,Potatoes,1998,97147,626,195,5.5
8670,Estonia,58.5953,25.0136,Wheat,1994,16686,626,176,5.35
8696,Estonia,58.5953,25.0136,Wheat,2008,31831,626,551,7.39
8676,Estonia,58.5953,25.0136,Wheat,1997,21850,626,200,5.95
8685,Estonia,58.5953,25.0136,Potatoes,2002,131599,626,331,6.34
8698,Estonia,58.5953,25.0136,Wheat,2009,30146,626,402,6.14
8672,Estonia,58.5953,25.0136,Wheat,1995,19974,626,154,6.23
8683,Estonia,58.5953,25.0136,Potatoes,2001,155249,626,329,6.08
8688,Estonia,58.5953,25.0136,Wheat,2004,25083,626,351,6.03
8682,Estonia,58.5953,25.0136,Wheat,2000,21285,626,315,7.12
8675,Estonia,58.5953,25.0136,Potatoes,1997,124153,626,200,5.95
8706,Estonia,58.5953,25.0136,Wheat,2013,32754,626,567,7.28
8704,Estonia,58.5953,25.0136,Wheat,2012,38994,626,553,5.57
8684,Estonia,58.5953,25.0136,Wheat,2001,22302,626,329,6.08
8665,Estonia,58.5953,25.0136,Potatoes,1992,144514,626,469,6.51
8693,Estonia,58.5953,25.0136,Potatoes,2007,171977,626,460,6.97
8687,Estonia,58.5953,25.0136,Potatoes,2004,103416,626,351,6.03
8680,Estonia,58.5953,25.0136,Wheat,1999,13377,626,187,6.55
8678,Estonia,58.5953,25.0136,Wheat,1998,17666,626,195,5.5
8667,Estonia,58.5953,25.0136,Potatoes,1993,126432,626,170,5.26
8691,Estonia,58.5953,25.0136,Potatoes,2006,132608,626,452,6.7
8666,Estonia,58.5953,25.0136,Wheat,1992,20562,626,469,6.51
8703,Estonia,58.5953,25.0136,Potatoes,2012,182175,626,553,5.57
8702,Estonia,58.5953,25.0136,Wheat,2011,28065,626,460,6.98
8692,Estonia,58.5953,25.0136,Wheat,2006,24173,626,452,6.7
8694,Estonia,58.5953,25.0136,Wheat,2007,34746,626,460,6.97
8681,Estonia,58.5953,25.0136,Potatoes,2000,152654,626,315,7.12
8679,Estonia,58.5953,25.0136,Potatoes,1999,129807,626,187,6.55
8668,Estonia,58.5953,25.0136,Wheat,1993,20994,626,170,5.26
8686,Estonia,58.5953,25.0136,Wheat,2002,23025,626,331,6.34
8701,Estonia,58.5953,25.0136,Potatoes,2011,178361,626,460,6.98
8674,Estonia,58.5953,25.0136,Wheat,1996,22046,626,133,4.63
8690,Estonia,58.5953,25.0136,Wheat,2005,30818,626,386,6.04
8689,Estonia,58.5953,25.0136,Potatoes,2005,150277,626,386,6.04
8717,Finland,61.9241,25.7482,Potatoes,1995,221053,536,1041,5.63
